isbn,book_title,book_author,year_of_publication,Summary,Language,Category,img_l,average_rating
0553563092,A Married Woman (Sweet Valley University (Paperback)),FRANCINE PASCAL,1994.0,"While Jessica Wakefield copes with her new husband&#39;s troubling
ways, Elizabeth Wakefield tracks an evil secret society that attacked
her friend Nina Harper, and Todd Wilkins finds himself caught up in a
nightmarish athletics scandal.",en,Juvenile fiction,http://images.amazon.com/images/P/0553563092.01.LZZZZZZZ.jpg,2.9
1551665891,Down To The Bone,Karen Harper,2000.0,"Down To The Bone by Karen Harper released on Jun 23, 2000 is available
now for purchase.",en,Fiction,http://images.amazon.com/images/P/1551665891.01.LZZZZZZZ.jpg,3.1
0375725601,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",Erik Larson,2004.0,"An account of the Chicago World&#39;s Fair of 1893 relates the stories
of two men who shaped the history of the event--architect Daniel H.
Burnham, who coordinated its construction, and serial killer Herman
Mudgett.",en,History,http://images.amazon.com/images/P/0375725601.01.LZZZZZZZ.jpg,3.3
0743449002,The Good House : A Novel,Tananarive Due,2003.0,"Working to rebuild her law practice after her son commits suicide,
Angela Toussaint journeys to the family home where the suicide took
place, hoping for answers, and discovers an invisible, evil force that
is driving locals to acts of ...",en,Fiction,http://images.amazon.com/images/P/0743449002.01.LZZZZZZZ.jpg,3.5
0553576607,Quieter Than Sleep,Joanne Dobson,1998.0,"Strangled with his own flashy necktie, Professor Randy Astin-Berger,
an expert on Emily Dickinson and a campus Casanova, tumbles into
Professor Karen Pelletier&#39;s arms, forcing her to solve the crime
before she stands accused. Reprint.",en,Fiction,http://images.amazon.com/images/P/0553576607.01.LZZZZZZZ.jpg,3.1
0394726405,Getting Even,Woody Allen,1978.0,"Woody Allen revenges himself upon such significant subjects as death,
obesity, organized crime, the invention of the sandwich, adult
education, laundry lists of famous people, and Latin American
revolutionaries.",en,Humor,http://images.amazon.com/images/P/0394726405.01.LZZZZZZZ.jpg,3.1
0553297090,Timescape,Gregory Benford,1996.0,"Detecting strange patterns of interference in a lab experiment, Gordon
Bernstein, an assistant researcher at a California university,
investigates and begins to uncover something that will change his life
forever.",en,Fiction,http://images.amazon.com/images/P/0553297090.01.LZZZZZZZ.jpg,3.4
0373250266,Guilty Feet,Kelly Harte,2003.0,"Guilty Feet by Kelly Harte released on Mar 25, 2003 is available now
for purchase.",en,Fiction,http://images.amazon.com/images/P/0373250266.01.LZZZZZZZ.jpg,3.3
0486268713,Lyric Poems (Dover Thrift Editions),John Keats,1991.0,"Treasury of 30 works, including such favorites as &quot;On first
looking into Chapman&#39;s Homer,&quot; &quot;The Eve of St.
Agnes,&quot; &quot;On seeing the Elgin Marbles,&quot; &quot;La Belle
Dame sans Merci,&quot; &quot;Ode to a Nightingale,&quot; &quot;Ode on
a Grecian Urn,&quot; &quot;To Autumn,&quot; and ...",en,Poetry,http://images.amazon.com/images/P/0486268713.01.LZZZZZZZ.jpg,3.3
088038901X,"The Halfling's Gem (Forgotten Realms: The Icewind Dale Trilogy, Book 3)",R. A. Salvatore,1990.0,"Assassin Artemis Entreri kidnaps Regis the halfling and takes him to
Pasha Pook, who plans to have him killed through the magical Panther
Guenhwyvar; however, Drizzt Do&#39;Urden hides his heritage and races
to save Regis.",en,Fiction,http://images.amazon.com/images/P/088038901X.01.LZZZZZZZ.jpg,3.4
0553563513,Point of Impact,Stephen Hunter,1993.0,"Twenty years after he earned a reputation for killing eighty-seven men
during the Vietnam War, Bob Lee Swagger finds that his skills are in
demand when an organization with ties to the CIA hires him for a
particularly dangerous mission, ...",en,Fiction,http://images.amazon.com/images/P/0553563513.01.LZZZZZZZ.jpg,3.3
1853260762,Lorna Doone (Wordsworth Collection),R. D. Blackmore,1998.0,"The savage and powerful Doone family are feared and hated throughout
the land for their marauding ways - and more than most by John Ridd,
whose father they killed. But then he meets Lorna, and determines to
rescue her from her evil family.",en,Fiction,http://images.amazon.com/images/P/1853260762.01.LZZZZZZZ.jpg,3.2
0140263454,The Raven: A Novel,Peter Landesman,1997.0,"The deaths of thirty-nine people in a boat wreck in 1941 provide
decades of intrigue for the New England community that was their home",en,Fiction,http://images.amazon.com/images/P/0140263454.01.LZZZZZZZ.jpg,3.2
0385491042,Bluebeard's Egg: Stories,Margaret Atwood,1998.0,"A far-ranging collection of stories, first published in 1983,
encompasses childhood memories, thoughts on the reality of parents
growing old, exotic friends, mundane lives, unexpected loves, and the
inner world of hidden places we hide from ...",en,Fiction,http://images.amazon.com/images/P/0385491042.01.LZZZZZZZ.jpg,3.5
0517708612,"Suzanne Somers' Eat Great, Lose Weight",Suzanne Somers,1997.0,"&quot;Food is only one component of a happy, healthier life. I firmly
believe that you must master not only your physical health but also
your emotional wellness,&quot; says Suzanne. &quot;In this book,
I&#39;ll show you what works for me.",en,Self-help,http://images.amazon.com/images/P/0517708612.01.LZZZZZZZ.jpg,2.9
0553110934,O Jerusalem,LAURIE R. KING,1999.0,"Classically Holmesian yet enchantingly fresh, sinuously plotted, with
colorful characters and a dazzling historic ambience, O Jerusalem
sweeps readers ever onward in the thrill of the chase.",en,Fiction,http://images.amazon.com/images/P/0553110934.01.LZZZZZZZ.jpg,2.9
0679432469,Straight Man,Richard Russo,1997.0,"Tour. Nobody&#39;s Fool -- Russo is unique among contemporary authors
for his ability to flawlessly capture the soul of the wise guy and the
heart of a difficult parent. In Hank Devereaux, Russo has created a
hero whos",en,Fiction,http://images.amazon.com/images/P/0679432469.01.LZZZZZZZ.jpg,3.4
0684833042,JOURNEY INTO DARKNESS : Follow the FBI's Premier Investigative Profiler as He Penetrates the Minds and Motives of the Most Terrifying Serial Criminals,John Douglas,1997.0,"A former FBI investigator examines some of his most complex cases and
demonstrates how criminal profiling works",en,Biography & autobiography,http://images.amazon.com/images/P/0684833042.01.LZZZZZZZ.jpg,2.9
0060179457,Honor Among Thieves,Jeffrey Archer,1993.0,"An ingeniously plotted and chillingly realistic read that resonates
with the brilliant pace that is the trademark of master storyteller
Jeffrey Archer",en,Fiction,http://images.amazon.com/images/P/0060179457.01.LZZZZZZZ.jpg,3.3
0684815176,Reason to Believe,Mario Cuomo,1995.0,"The former governor of New York offers a critical view of the 1994
Republican victory, arguing that only a practical assessment of
government&#39;s strengths will solve such problems as the deficit and
welfare dependency. 200,000 first printing ...",en,Political science,http://images.amazon.com/images/P/0684815176.01.LZZZZZZZ.jpg,3.4
0684831066,WHY WE WATCH : Killing the Gilligan Within,Will Miller,1996.0,"A humorous look at television programs analyzes the psychological
themes behind such shows as &quot;I Love Lucy,&quot; &quot;The
A-Team,&quot; &quot;Beavis and Butt-Head,&quot; and &quot;The
Partridge Family&quot;",en,Humor,http://images.amazon.com/images/P/0684831066.01.LZZZZZZZ.jpg,3.8
1577193563,Still Hungry After All These Years: My Story,Richard Simmons,1999.0,"For the first time, popular weight-loss guru Richard Simmons reveals
his lifelong love affair with food in a humorous, moving, and candid
autobiography.",en,Biography & autobiography,http://images.amazon.com/images/P/1577193563.01.LZZZZZZZ.jpg,3.0
0553583190,Off the Mangrove Coast,LOUIS L'AMOUR,2001.0,"A collection of adventure stories spans the globe, introducing a
diverse cast of characters in search of love, fame, and fortune in the
jungles of Borneo, the secret canyons of the American West, a Parisian
cafe, and other exotic locales.",en,Fiction,http://images.amazon.com/images/P/0553583190.01.LZZZZZZZ.jpg,3.1
0684826976,Undaunted Courage: Meriwether Lewis Thomas Jefferson and the Opening of the American West,Stephen Ambrose,1997.0,"High adventure, high politics, suspense, drama, and diplomacy combine
with high romance and personal tragedy to make this outstanding work
of scholarship as readable as a novel.",en,History,http://images.amazon.com/images/P/0684826976.01.LZZZZZZZ.jpg,3.5
037542167X,Reunion,Alan Lightman,2003.0,"Attending his thirtieth college reunion, Charles, now a middle-aged
professor, recalls his senior year, when he had an affair with a
beautiful young dancer amidst the turbulent social and political
upheaval of the 1960s. Drawn",en,Fiction,http://images.amazon.com/images/P/037542167X.01.LZZZZZZZ.jpg,3.5
0486287475,Richard III (Dover Thrift Editions),William Shakespeare,1995.0,"The final play in Shakespeare&#39;s masterly dramatization of the
strife between the Houses of York and Lancaster, Richard III offers a
stunning portrait of an archvillain — a man of cunning and ruthless
ambition who seduces, betrays and ...",en,Drama,http://images.amazon.com/images/P/0486287475.01.LZZZZZZZ.jpg,4.0
048629577X,Poetics (Dover Thrift Editions),Aristotle,1997.0,"Extraordinarily influential treatise on fine art contains seminal
ideas on nature of drama, tragedy, poetry, music and more. Catharsis,
tragic flaw, unities of time and place, other concepts.",en,Literary criticism,http://images.amazon.com/images/P/048629577X.01.LZZZZZZZ.jpg,3.0
074322311X,Green Grass Grace: A Novel,Shawn McBride,2003.0,"Gritty, giddy, and bursting with Henry&#39;s boundless energy, Green
Grass Grace is a heart-thumping rocket ride back to adolescence that
is riotously funny and tragic at the same time.",en,Fiction,http://images.amazon.com/images/P/074322311X.01.LZZZZZZZ.jpg,3.2
0156029065,Baudolino,Umberto Eco,2003.0,". . . This is a novel that keeps getting better.&quot; -The Christian
Science Monitor UMBERTO ECO is a professor of semiotics at the
University of Bologna and the bestselling author of numerous novels
and essays. He lives in Italy.",en,Fiction,http://images.amazon.com/images/P/0156029065.01.LZZZZZZZ.jpg,3.1
0060931132,The Tennis Partner,Abraham Verghese,1999.0,"A touching true account of a physician&#39;s friendship with a medical
student explains how their relationship develops through games of
tennis, deepens, and then is threatened by unexpected tragedy.
Reprint.",en,Biography & autobiography,http://images.amazon.com/images/P/0060931132.01.LZZZZZZZ.jpg,3.6
0449911543,The Chosen (Ballantine Reader's Circle),CHAIM POTOK,1996.0,"A baseball game between Jewish schools is the catalyst that starts a
bitter rivalry between two boys and their fathers. Here is the classic
novel about the unlikely friendship that develops between two boys in
1940s Brooklyn.",en,Fiction,http://images.amazon.com/images/P/0449911543.01.LZZZZZZZ.jpg,3.5
0679731210,The Leopard,Giuseppe Tomasi di Lampedusa,1991.0,"Facing up to the social changes in nineteenth century Italy, an
elderly aristocrat arranges a marriage between his daughter and a
wealthy merchant",en,Fiction,http://images.amazon.com/images/P/0679731210.01.LZZZZZZZ.jpg,3.5
0451403525,Blood Lust: Portrait of a Serial Sex Killer,Gary C. King,1992.0,"Devoted husband, loving father, respected businessman, Dayton Leroy
Rogers was, in reality, the murderer of women",en,True crime,http://images.amazon.com/images/P/0451403525.01.LZZZZZZZ.jpg,3.4
0805021078,Real Ponies Don't Go Oink,Patrick McManus,1992.0,"The author journeys through the great outdoors with tales of Rancid
Crabtree, Retch Sweeney, Game Warden Sneed, and fish-eating shrimp in
Lake Blight",en,Humor,http://images.amazon.com/images/P/0805021078.01.LZZZZZZZ.jpg,3.6
0141182679,On the Road (Penguin Modern Classics),Jack Kerouac,2000.0,"Fictionalized narrative of travels by Kerouac and his friend Neal
Cassady under pseudonyms of Sal Paradise and Dean Moriarty.",en,Fiction,http://images.amazon.com/images/P/0141182679.01.LZZZZZZZ.jpg,3.3
0425164349,Timequake,Kurt Vonnegut,1998.0,"The author&#39;s first full-length novel in seven years, a hilarious
moral satire features a science fiction writer, Kilgore Trout, who
manages to turn time back a decade, insisting that everyone repeat it
exactly the same way. Reprint.",en,Fiction,http://images.amazon.com/images/P/0425164349.01.LZZZZZZZ.jpg,3.4
0060092149,Married to the Viscount,Sabrina Jeffries,2003.0,"Abigail Mercer was breathless with anticipation at being reunited with
Spencer Law, whom she met once and later married by proxy.",en,Fiction,http://images.amazon.com/images/P/0060092149.01.LZZZZZZZ.jpg,3.6
0061014044,Degrees of Love,Rachel Basch,1999.0,"Rachel Basch&#39;s remarkable debut is an eloquent and touching story
about family and individuality, guilt and blame, and how love can fail
us or save us, often to our great surprise.",en,Fiction,http://images.amazon.com/images/P/0061014044.01.LZZZZZZZ.jpg,2.7
006108199X,Too Many Cooks (Angie Amalfi Mysteries),Joanne Pence,1994.0,"After talking her way into a job on a pompous, third-rate chef&#39;s
radio call-in-show, Angie Amalfi has visions of a new career to go
along with her hot, new romance with Paavo Smith, a gorgeous homocide
detective.",en,Fiction,http://images.amazon.com/images/P/006108199X.01.LZZZZZZZ.jpg,3.4
0373029144,"A Gentle Awakening (Harlequin Romance, 2914)",Betty Neels,1988.0,"A Gentle Awakening by Betty Neels released on Apr 22, 1988 is
available now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373029144.01.LZZZZZZZ.jpg,3.1
0373031610,"Little Moonlight (Harlequin Romance, No 3161)",Betty Neels,1991.0,Romance.,en,Fiction,http://images.amazon.com/images/P/0373031610.01.LZZZZZZZ.jpg,3.1
0373226977,Her Hidden Truth  (The Specialists),Debra Webb,2003.0,"Her Hidden Truth by Debra Webb released on Jan 24, 2003 is available
now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373226977.01.LZZZZZZZ.jpg,2.7
0373244754,"Nick All Night (Silhouette Special Edition, 1475)",Cheryl St. John,2002.0,"Nick All Night by Cheryl St.John released on May 24, 2002 is available
now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373244754.01.LZZZZZZZ.jpg,2.9
0373245009,The Ambassador's Vow,Barbara Gale,2002.0,"The Ambassador&#39;s Vow by Barbara Gale released on Sep 24, 2002 is
available now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373245009.01.LZZZZZZZ.jpg,2.7
0373258526,"Wanton (Blaze) (Harlequin Temptation, No. 752)",Lee Foster,1999.0,"Wanton by Lori Foster released on Aug 25, 1999 is available now for
purchase.",en,Fiction,http://images.amazon.com/images/P/0373258526.01.LZZZZZZZ.jpg,3.7
0373259913,"The Protector  (Big Apple Bachelors) (Harlequin Temptation, 891)",Jule McBride,2002.0,"The Protector by Jule McBride released on Jul 25, 2002 is available
now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373259913.01.LZZZZZZZ.jpg,2.9
0373264461,Revenge of the Gypsy Queen,Kris Neri,2003.0,"Due to her eccentric family, mystery writer Tracy Eaton soon finds
herself immersed in a bizarre case when her future sister-in-law is
kidnapped right before the wedding, Uncle Philly, a delightful con
artist, vanishes, and their restaurant ...",en,Fiction,http://images.amazon.com/images/P/0373264461.01.LZZZZZZZ.jpg,3.3
037327145X,"Whitelaw'S Wedding (The Protectors) (Silhouette Intimate Moments, No 1075)",Beverly Barton,2001.0,"Whitelaw&#39;s Wedding by Beverly Barton released on Apr 24, 2001 is
available now for purchase.",en,Fiction,http://images.amazon.com/images/P/037327145X.01.LZZZZZZZ.jpg,3.0
0373272693,A Kiss in the Dark,Jenna Mills,2003.0,"A Kiss In The Dark by Jenna Mills released on Dec 25, 2002 is
available now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373272693.01.LZZZZZZZ.jpg,3.1
037328912X,"Birdie (Harlequin Historical, No 312)",Taylor Ryan,1996.0,"Birdie by Taylor Ryan released on Feb 23, 1996 is available now for
purchase.",en,Fiction,http://images.amazon.com/images/P/037328912X.01.LZZZZZZZ.jpg,2.9
0373290608,"Hunter Of My Heart (Harlequin Historical, No. 460)",Janet Kendall,1999.0,"Hunter Of My Heart by Janet Kendall released on Mar 25, 1999 is
available now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373290608.01.LZZZZZZZ.jpg,3.0
0373484666,The Heart's Command,Rachel Lee,2002.0,"This anthology of three brand-new stories features three incredibly
sexy heroes in uniform. Stories include Lee&#39;s &quot;The Dream
Marine, &quot; Lovelace&#39;s &quot;Undercover Operations, &quot; and
McKenna&#39;s &quot;To Love and Protect.&quot;",en,Fiction,http://images.amazon.com/images/P/0373484666.01.LZZZZZZZ.jpg,2.7
0373484712,On Her Guard,Beverly Barton,2002.0,"On Her Guard by Beverly Barton released on Oct 25, 2002 is available
now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373484712.01.LZZZZZZZ.jpg,3.1
0373709811,"Accidentally Yours (Count On A Cop) (Harlequin Superromance, No 981)",Rebecca Winters,2001.0,"Accidentally Yours by Rebecca Winters released on Mar 23, 2001 is
available now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373709811.01.LZZZZZZZ.jpg,3.0
0373711697,"The Christmas Wife   You, Me & The Kids (Harlequin Superromance, 1169)",Sherry Lewis,2003.0,"The Christmas Wife by Sherry Lewis released on Oct 24, 2003 is
available now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373711697.01.LZZZZZZZ.jpg,3.1
0373764561,"Millionaire Cop & Mom - To - Be (Silhouette Desire, 1456)",Charlotte Hughes,2002.0,"Millionaire Cop &amp; Mom-To-Be by Charlotte Hughes released on Jul
25, 2002 is available now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373764561.01.LZZZZZZZ.jpg,3.1
0373764731,Delaney's Desert Sheikh,Brenda Jackson,2002.0,"Delaney&#39;s Desert Sheikh by Brenda Jackson released on Oct 25, 2002
is available now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373764731.01.LZZZZZZZ.jpg,3.4
0373790694,"Fire and Ice: Legal Briefs (Harlequin Blaze, No 65)",Tori Carrington,2002.0,"Fire And Ice by Tori Carrington released on Nov 22, 2002 is available
now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373790694.01.LZZZZZZZ.jpg,3.1
0373790767,"A Dash of Temptation: Men to Do (Harlequin Blaze, No 72)",Jo Leigh,2003.0,"A Dash Of Temptation by Jo Leigh released on Dec 25, 2002 is available
now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373790767.01.LZZZZZZZ.jpg,3.5
0373835116,Raising The Stakes,Sandra Marton,2002.0,"Raising The Stakes by Sandra Marton released on Jun 24, 2002 is
available now for purchase.",en,Fiction,http://images.amazon.com/images/P/0373835116.01.LZZZZZZZ.jpg,2.8
0380731169,Die for Love,Elizabeth Peters,2002.0,"The annual Historical Romance Writers of the World convention in New
York City is calling to Jacqueline Kirby, a Nebraska librarian who
desperately desires some excitement.",en,Fiction,http://images.amazon.com/images/P/0380731169.01.LZZZZZZZ.jpg,3.6
038081790X,Born in Sin: A MacAllisters Novel,Kinley MacGregor,2003.0,"Stunning Caledonia MacNeely fights an unfamiliar shiver when she is
offered in marriage to the infamous ′Lord Sin′.",en,Fiction,http://images.amazon.com/images/P/038081790X.01.LZZZZZZZ.jpg,3.1
0425180654,The Other Woman,Patricia Kay,2001.0,"Adam Forrester would never do anything to hurt his wife, Julia--but
then he sees Natalie Ferrenzo again.",en,Fiction,http://images.amazon.com/images/P/0425180654.01.LZZZZZZZ.jpg,3.3
0425182150,Perish Twice,Robert B. Parker,2001.0,"Boston private investigator Sunny Randall comes to the aid of three
very different women as she investigates threats against a prominent
feminist and assists her best friend and older sister, each of whom is
confronting a wrenching personal ...",en,Fiction,http://images.amazon.com/images/P/0425182150.01.LZZZZZZZ.jpg,3.3
0451190092,Capitol Scandal,Sarah Gregory,1999.0,"When the son of a congressman is accused of murdering an office intern
with whom he was having an affair, he hires Russell Black, a high-
profile Dallas defense attorney to clear his name",en,Fiction,http://images.amazon.com/images/P/0451190092.01.LZZZZZZZ.jpg,2.7
0451408004,A Stockingful of Joy,Jill Barnett,1997.0,"Four popular romance writers--Jill Barnett, Mary Jo Putney, Justine
Dare, and Susan King-- offer this collection of timeless, passionate
stories that capture the true spirit of this special time of the year.
Original.",en,Fiction,http://images.amazon.com/images/P/0451408004.01.LZZZZZZZ.jpg,3.2
0451410831,Never Walk Alone,Paula Detmer Riggs,2003.0,"When Rhys, the man responsible for her brother&#39;s death, returns to
town, Brina, the owner of a bed-and-breakfast, is determined to avoid
him at all costs, but instead finds herself drawn to him, causing her
to embark on a journey of ...",en,Fiction,http://images.amazon.com/images/P/0451410831.01.LZZZZZZZ.jpg,3.4
0515131520,Darkling I Listen,Katherine Sutcliffe,2001.0,"Fleeing malicious rumors, a scandal that sent him to jail, and an
obsessed stalker, Hollywood bad boy Brandon Carlyle returns to his
Texas hometown, where he comes face-to-face with a nightmare and with
a beautiful stranger named Alyson ...",en,Fiction,http://images.amazon.com/images/P/0515131520.01.LZZZZZZZ.jpg,3.0
0515136204,Shrink Rap,Robert B. Parker,2003.0,"Boston private detective Sunny Randall agrees to protect a touring
writer from her abusive ex-husband, but she quickly learns that the
stalker in question is much more sophisticated, intelligent, and
potentially deadlier than most.",en,Fiction,http://images.amazon.com/images/P/0515136204.01.LZZZZZZZ.jpg,3.4
0553104241,The Rana Look,SANDRA BROWN,2002.0,"Tired of being treated as a commodity, Rana Ramsey, a top fashion
model, decides to escape the limelight and assume a new identity in a
small Texas town, where she meets handsome quarterback Trent Gamblin.",en,Fiction,http://images.amazon.com/images/P/0553104241.01.LZZZZZZZ.jpg,3.4
0553579940,The Devil Went Down to Austin,RICK RIORDAN,2002.0,"When his brother Garrett, a wheelchair bound computer genius and
ardent Jimmy Buffett fan, is accused of killing his oldest friend,
Texas private detective and English teacher Tres Navarre ventures into
a world of high-tech evil and old ...",en,Fiction,http://images.amazon.com/images/P/0553579940.01.LZZZZZZZ.jpg,3.0
0671739719,Twin of Ice,Jude Deveraux,1991.0,"Engaged to marry Dr. Leander Westfield, the lovely, proper Houston
Chandler is captivated by mysterious millionaire Kane Taggert, in the
first of two novels chronicling the romances of twins Blair and
Houston Chandler in 1890s&#39; Colorado",en,Fiction,http://images.amazon.com/images/P/0671739719.01.LZZZZZZZ.jpg,3.1
0758203187,Behind Closed Doors,Shannon McKenna,2002.0,"Surveillance expert Seth Mackey finds himself falling for his
millionaire boss&#39;s new interest, vulnerable beauty Raine Cameron.",en,Fiction,http://images.amazon.com/images/P/0758203187.01.LZZZZZZZ.jpg,3.3
0758205481,Unexpected,Lori Foster,2003.0,"Ray Vereker, a sexy female mercenary armed with quick reflexes and
sharp instincts, finds her life forever changed when she is hired by
Eli Conner to rescue his reckless brother, a dangerous mission that
results in undeniable passion, true ...",en,Fiction,http://images.amazon.com/images/P/0758205481.01.LZZZZZZZ.jpg,3.5
0804119600,Mother of the Bride,Lynn Michaels,2002.0,"The only stable member in a family of eccentrics, Cydney Parrish was
left to raise her sister&#39;s daughter, Bebe, and now she must
prepare for Bebe&#39;s wedding to a man whose uncle would be perfect
for Cydney. ”–but ends up instead with a ...",en,Fiction,http://images.amazon.com/images/P/0804119600.01.LZZZZZZZ.jpg,3.2
080411997X,The Wedding Diaries,LINDA FRANCIS LEE,2003.0,"Forced to find a job after her &quot;reliable&quot; fianc proves to be
a disaster and her eccentric, wealthy father disappears, leaving her
with no money or explanation, Texas heiress Vivienne Stansfield takes
a position as nanny for the young ...",en,Fiction,http://images.amazon.com/images/P/080411997X.01.LZZZZZZZ.jpg,3.1
0821772163,The Last to Die,Beverly Barton,2004.0,"With no one to believe her innocence except enigmatic drifter Caleb
McCord, Jazzy plunges into a small town&#39;s long-buried secrets and
shocking family sins...each startling truth bringing her dangerously
close to a killer determined to make ...",en,Fiction,http://images.amazon.com/images/P/0821772163.01.LZZZZZZZ.jpg,3.3
0843950293,Violets Are Blue,Ronda Thompson,2002.0,"Determined to exact revenge on the man who sired her and sold her to a
wealthy landowner, bank robber Violet Mallory meets her match in
Gregory Kline, a fellow thief who has been hired to take her back home
and tame her wild nature, which ...",en,Fiction,http://images.amazon.com/images/P/0843950293.01.LZZZZZZZ.jpg,3.1
0843950870,Forever Autumn,Bobbi Smith,2003.0,"Autumn Thomas finds herself thrown in jail when she is mistaken for
her outlaw twin sister, a sibling she never knew she had, by Sheriff
Cord Randolph, who is determined to avenge his brother&#39;s death,
but the tables turn on the Sheriff when ...",en,Fiction,http://images.amazon.com/images/P/0843950870.01.LZZZZZZZ.jpg,3.0
1551665107,Jane Doe,R.J. Kaiser,1999.0,"Jane Doe by R.J. Kaiser released on Apr 23, 1999 is available now for
purchase.",en,Fiction,http://images.amazon.com/images/P/1551665107.01.LZZZZZZZ.jpg,2.8
1551665190,No Crystal Stair,Eva Rutland,2000.0,"Ann Elizabeth Carter leaves her sheltered life as the daughter of an
African American doctor in Atlanta to marry a member of the Tuskegee
airmen.",en,Fiction,http://images.amazon.com/images/P/1551665190.01.LZZZZZZZ.jpg,3.2
1551669358,Keeper Of The Bride,Tess Gerritsen,2002.0,"Keeper Of The Bride by Tess Gerritsen released on Aug 23, 2002 is
available now for purchase.",en,Fiction,http://images.amazon.com/images/P/1551669358.01.LZZZZZZZ.jpg,3.3
0802130720,100 Selected Poems by E. E. Cummings,E. E. Cummings,1959.0,"Lyrical verses span the career of a twentieth-century American poet,
and illuminate his concern for the future of humanity",en,Poetry,http://images.amazon.com/images/P/0802130720.01.LZZZZZZZ.jpg,3.9
0312961863,Agatha Raisin and the Murderous Marriage (An Agatha Raisin Mystery),M. C. Beaton,1997.0,"Agatha Raisin and the Murderous Marriage continues the tradition in M.
C. Beaton&#39;s beloved Agatha Raisin mystery series—now a hit show on
Acorn TV and public television.",en,Fiction,http://images.amazon.com/images/P/0312961863.01.LZZZZZZZ.jpg,3.3
1594480001,The Kite Runner,Khaled Hosseini,2004.0,"Traces the unlikely friendship of Amir, a wealthy Afghanistani youth,
and a servant&#39;s son, in a tale that spans the final days of the
nation&#39;s monarchy through the atrocities of the present day.
Reader&#39;s Guide available. Reprint.",en,Fiction,http://images.amazon.com/images/P/1594480001.01.LZZZZZZZ.jpg,3.2
0425159116,Ssn: Strategies of Submarine Warfare,Tom Clancy,1997.0,"Tom Clancy presents fifteen thrilling scenarios - fact-based mission
profiles for Captain Mackey and the Cheyenne - stirring plots and
characters, perfectly accurate details, and the chilling knowledge
that it really could happen.",en,Fiction,http://images.amazon.com/images/P/0425159116.01.LZZZZZZZ.jpg,3.3
067972267X,A Pale View of Hills (Vintage International),Kazuo Ishiguro,1990.0,"A middle-aged Japanese woman, now living in England, relives her
horrifying childhood memories of the bombing of Nagasaki",en,Fiction,http://images.amazon.com/images/P/067972267X.01.LZZZZZZZ.jpg,3.0
0375414657,The Piano Tuner,Daniel Mason,2002.0,"In 1886, piano tuner Edgar Drake leaves London for the jungles of
Burma, where he has been asked to repair a grand piano belonging to a
British army officer who uses the piano and music to help keep the
peace among warring local Burmese ...",en,Fiction,http://images.amazon.com/images/P/0375414657.01.LZZZZZZZ.jpg,3.4
0156180421,City of Truth (A Harvest Book),James Morrow,1993.0,"Jack Sperry is a loyal citizen of Veritas, the City of Truth, until
tragedy strikes his life, and he must hide from truth in order to save
his son&#39;s life",en,Fiction,http://images.amazon.com/images/P/0156180421.01.LZZZZZZZ.jpg,3.4
0684718081,The Sun Also Rises,Ernest Hemingway,1926.0,"A group of American and English expatriates living on Paris&#39; Left
Bank in the 1920&#39;s, travels to Pamplona, Spain, to experience the
bullfighting and the annual running of the bulls.",en,American fiction,http://images.amazon.com/images/P/0684718081.01.LZZZZZZZ.jpg,3.1
0380726041,"Cry of the Wind : Book Two of the Storyteller Trilogy (Harrison, Sue. Storyteller Trilogy, Bk. 2.)",Sue Harrison,2000.0,"In a second installment of the trilogy that began with Song of the
River, the healing woman K&#39;os plots her revenge against those who
had defiled her years earlier, and her foster son Chakliux discovers
the dangers of his love for Aqamdax.",en,Fiction,http://images.amazon.com/images/P/0380726041.01.LZZZZZZZ.jpg,3.2
038081403X,"Peter Benchley's Amazon: The Ghost Tribe (Peter Benchley's Amazon, No 1)",Rob MacGregor,2000.0,"Based on the acclaimed television phenomenon, Peter
Benchley&#39;sAmazon, here is the extraordinary untold beginning of an
adventure to stagger the imagination.",en,Fiction,http://images.amazon.com/images/P/038081403X.01.LZZZZZZZ.jpg,3.4
0812589823,Bone Walker (Anasazi Mystery),Kathleen O'Neal Gear,2002.0,"A web of evil and murder that spans eight hundred years draws modern-
day archaeologist Dusty Stewart and Maureen Cole into an investigation
into a murder by the Wolf Witch, a probe that leads Dusty on a
disturbing quest into his own past ...",en,Fiction,http://images.amazon.com/images/P/0812589823.01.LZZZZZZZ.jpg,3.2
